,Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Address,Restaurant Rating,Restaurant Review,City,Province,Latitude,Longitude
992,AW Kitchen by Akira Watanabe,['Casual Dining'],['Kopi'],"['Jepang', 'Itali']",500000,"Plaza Senayan, Lantai 4, Jl. Asia Afrika, Senayan, Jakarta",4.4,455,Jakarta Pusat,DKI Jakarta,-6.225520185,106.80004701
993,Signatures Restaurant - Hotel Indonesia Kempinski,['Fine Dining'],['Kopi'],"['Barat', 'Indonesia']",600000,"Hotel Indonesia Kempinski, Jl. M. H. Thamrin, Thamrin, Jakarta",4.2,617,Jakarta Pusat,DKI Jakarta,-6.195618,106.822356
994,Mujigae,['Casual Dining'],['Kopi'],['Korea'],200000,"Summarecon Mall Bekasi, Lantai Ground, Jl. Ahmad Yani, Bekasi Utara, Bekasi",4.1,459,Bekasi Kota,Jawa Barat,-6.2270203613,107.000063024
995,Long Shan Guo,['Casual Dining'],['Kopi'],['Chinese'],300000,"Ruko Crown Golf, Blok D No. 30, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",3.5,34,Jakarta Utara,DKI Jakarta,-6.111674675800001,106.73811882700001
996,Kopi Busa,['Toko Minuman'],"['Kopi', 'Minuman']",['No Region'],50000,"Ruko Graha Boulevard, Jl. Boulevard Gading Serpong, Blok D No. 2, Serpong Utara, Tangerang",3.7,17,Tangerang Kabupaten,Banten,-6.2523800000000005,106.62578700000002
997,Satoru,['Quick Bites'],['Kopi'],['Jepang'],150000,"Jl. Raya Condet No. 1D, Kramat Jati, Jakarta 13530",3.6,4,Jakarta Timur,DKI Jakarta,-6.2938096784000015,106.855720616
998,KAUM Jakarta,['Casual Dining'],['Kopi'],['Jawa'],400000,"Jl. Dr. Kusuma Atmaja No. 77-79, Thamrin, Jakarta",4.3,454,Jakarta Pusat,DKI Jakarta,-6.197871,106.824284
999,Teras Rumah Nenek,['Quick Bites'],"['Bubur', 'Minuman']","['Asia', 'Barat', 'Indonesia']",120000,"Jl. Abdulrahman No. 46, Cibubur, Jakarta 13720",4.0,59,Jakarta Timur,DKI Jakarta,-6.363440033300001,106.88119623799999
1000,Tanpopo Jakarta,['Kaki Lima'],['Kopi'],['Jepang'],80000,"Jl. Sultan Iskandar Muda No. 99E, Gandaria, Jakarta",4.2,687,Jakarta Selatan,DKI Jakarta,-6.239971,106.782625
1001,Maple & Oak,['Casual Dining'],['Kopi'],['Barat'],250000,"De Ritz Building, Lantai Ground, Jl. HOS. Cokroaminoto No. 91, Menteng, Jakarta 10310",4.3,920,Jakarta Pusat,DKI Jakarta,-6.198051,106.828784
1002,Canabeans,['Kafe'],"['Tea', 'Kopi']",['Itali'],180000,"Brooklyn Apartment Promenade, Jl. Alam Sutera Boulevard, Kav. A 1-3, Serpong Utara, Tangerang",4.4,491,Tangerang Selatan,Banten,-6.239071,106.657691
1003,Pono,['Kafe'],['Kopi'],['Indonesia'],80000,"Jl. Kemang Selatan No. 125, Kemang, Jakarta",4.2,575,Jakarta Selatan,DKI Jakarta,-6.273325,106.815877
1004,Kedai Filosofi Kopi,['Kafe'],"['Kopi', 'Minuman']",['No Region'],100000,"Jl. Melawai 6, Melawai, Jakarta",4.1,978,Jakarta Selatan,DKI Jakarta,-6.2448578322,106.79977845399999
1005,SRSLY Coffee,"['Casual Dining', 'Kafe']","['Kopi', 'Minuman']","['No Region', 'Barat', 'Itali', 'Asia']",200000,"Jl. Cipete Raya No. 7C, Fatmawati, Jakarta 12410",4.3,450,Jakarta Selatan,DKI Jakarta,-6.2780494607,106.80568467799999
1006,Bottlenose Shack,"['Casual Dining', 'Kafe']",['Kopi'],"['Meksiko', 'Barat', 'Indonesia', 'Itali']",200000,"Central Park, Tribeca Park, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",4.2,276,Jakarta Barat,DKI Jakarta,-6.177385954400001,106.790143624
1007,Fried Chicken Master,['Quick Bites'],"['Makanan Cepat Saji', 'Ayam']",['Indonesia'],80000,"Plaza Blok M, Lantai Lower Ground, Jl. Bulungan No. 76, Blok M, Jakarta",4.2,107,Jakarta Selatan,DKI Jakarta,-6.2443202406,106.79767996
1008,Onokabe,['Casual Dining'],['Kopi'],['Jepang'],300000,"Pluit Junction, Lantai Ground, Jl. Pluit Selatan Raya, Pluit, Jakarta",4.0,594,Jakarta Utara,DKI Jakarta,-6.1262027651999995,106.79131239600001
1009,Blue Jasmine,['Casual Dining'],['Kopi'],"['Peranakan', 'Indonesia']",400000,"The Maja, Jl. Kyai Maja No. 39, Blok M, Jakarta",4.3,702,Jakarta Selatan,DKI Jakarta,-6.2410583508,106.78936410700001
1010,FUKU Japanese Kitchen & Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Jepang']",200000,"Ruko Spectra, Jalur Sutera, Kav. 23B No. 9, Pinang, Tangerang",4.1,272,Tangerang Kota,Banten,-6.2301410210000014,106.659376882
1011,Kembang Bawang,['Quick Bites'],['Kopi'],"['Chinese', 'Indonesia']",150000,"Ruko Alam Sutera Town Center (ASTC), Blok B10 No. 45, Serpong Utara, Tangerang",4.1,41,Tangerang Selatan,Banten,-6.242876,106.653498
1012,Sun City Luxury Club - Sun City Hotel,['Casual Dining'],['Kopi'],['Chinese'],500000,"Sun City Hotel, Lantai 6, Jl. Hayam Wuruk No. 127, Mangga Besar, Jakarta",4.5,439,Jakarta Barat,DKI Jakarta,-6.146225,106.816996
1013,Lau Lim Mee Pok,['Quick Bites'],['Kopi'],['Singapura'],150000,"Ruko Cordoba, Blok A No. 17, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",4.0,191,Jakarta Utara,DKI Jakarta,-6.1107015663999995,106.741270087
1014,Eatz,['Casual Dining'],['Kopi'],"['Indonesia', 'Arab', 'Timur Tengah', 'India', 'Mediterania']",200000,"Ruko Margaguna, Unit 9, Jl. Radio Dalam No. 125, Pondok Indah, Jakarta",4.3,274,Jakarta Selatan,DKI Jakarta,-6.262511,106.788349
1015,Iceberg - Gelato & Pizza,"['Quick Bites', 'Kafe']","['Pizza', 'Kopi', 'Ice Cream']","['Barat', 'Itali']",200000,"Jl. Cikini Raya No. 70, Cikini, Jakarta",3.9,217,Jakarta Pusat,DKI Jakarta,-6.194464,106.839237
1016,Little Talk Coffee,"['Quick Bites', 'Kafe']","['Kopi', 'Minuman']","['No Region', 'Barat', 'Asia']",180000,"Insitu Tengah. Jl. Tirta Utama No. 1, Jatiasih, Bekasi",4.1,184,Bekasi Kota,Jawa Barat,-6.323379,106.986252
1017,Angus House,['Casual Dining'],['Steak'],['Jepang'],400000,"Plaza Senayan, Lantai 4, Jl. Asia Afrika, Senayan, Jakarta",4.2,131,Jakarta Pusat,DKI Jakarta,-6.225562180700001,106.799932681
1018,Putu Made,['Casual Dining'],['Kopi'],['Bali'],300000,"PIK Avenue, Lantai 1 TO 3 A, Jalan Pantai Indah Kapuk No 6, Kamal Muara, Penjaringan, Pantai Indah Kapuk, Jakarta",4.1,111,Jakarta Utara,DKI Jakarta,-6.110337,106.740122
1019,Pippo,['Casual Dining'],['Kopi'],['Itali'],400000,"Senayan City, Lantai Lower Ground, Jl. Asia Afrika, Senayan, Jakarta",4.0,417,Jakarta Pusat,DKI Jakarta,-6.2274276513,106.796786785
1020,Noodle King,['Casual Dining'],['Bakmi'],['Korea'],250000,"Lotte Shopping Avenue, Lantai 3, Jl. Prof Dr Satrio, Karet, Jakarta",4.3,706,Jakarta Selatan,DKI Jakarta,-6.224616,106.823535
1021,Brown Fox Waffle & Coffee,"['Toko Kue & Roti', 'Dessert Parlor', 'Kafe']","['Kue & Roti', 'Desserts', 'Kopi', 'Minuman']","['No Region', 'Eropa']",200000,"Jl. Taman Margasatwa No. 9S, Pasar Minggu, Jakarta 12550",4.4,538,Jakarta Selatan,DKI Jakarta,-6.289067,106.824444
1022,Agneya Restaurant,['Casual Dining'],['Kopi'],['Indonesia'],400000,"Jl. Wijaya IX No. 23, Dharmawangsa, Jakarta",4.2,244,Jakarta Selatan,DKI Jakarta,-6.2493475172,106.80338501899999
1023,Phyllo Coffee & Kitchen,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Indonesia']",130000,"Kirana Park Avenue, Jl. Boulevard Raya No. 1, Kelapa Gading, Jakarta",3.9,37,Jakarta Utara,DKI Jakarta,-6.1758440000000006,106.895522
1024,Alto Restaurant & Bar - Four Seasons,"['Fine Dining', 'Bar']",['Kopi'],['Itali'],500000,"Four Seasons Hotel Jakarta, Jl. Jend. Gatot Subroto Kav. 18, Gatot Subroto, Jakarta",4.3,149,Jakarta Selatan,DKI Jakarta,-6.232586,106.819667
1025,Shabu Jin,['Casual Dining'],['Kopi'],"['Chinese', 'Jepang']",300000,"Kuningan City, Lantai Ground, Jl. Prof. Dr. Satrio, Kuningan, Jakarta",3.8,16,Jakarta Selatan,DKI Jakarta,-6.224814,106.82956
1026,Warung Bakmi Mpek Tjoen,['Casual Dining'],"['Bakmi', 'Pempek']","['Palembang', 'Indonesia', 'Asia']",120000,"Jl. KH. Ahmad Dahlan No. 31, Gandaria, Jakarta",4.0,135,Jakarta Selatan,DKI Jakarta,-6.246094,106.792061
1027,High Style Hotpot,['Casual Dining'],['Kopi'],['Chinese'],200000,"Ruko The Metro, Blok 6 JD-JE, Jl. Mandara Permai VII, Pantai Indah Kapuk, Jakarta",3.4,91,Jakarta Utara,DKI Jakarta,-6.1153260000000005,106.755416
1028,The Chinese National - Swissôtel Jakarta PIK Avenue,['Casual Dining'],['Kopi'],"['Eropa', 'Barat', 'Chinese', 'Asia']",300000,"Swissôtel Jakarta PIK Avenue, Jl. Pantai Indah Kapuk Boulevard, Pantai Indah Kapuk, Jakarta 14470",3.1,34,Jakarta Utara,DKI Jakarta,-6.1079215775,106.740075834
1029,Shu Guo Yin Xiang,['Quick Bites'],['Kopi'],['Chinese'],350000,"Senayan City, Lantai 5, Jl. Asia Afrika, Senayan, Jakarta",3.7,29,Jakarta Pusat,DKI Jakarta,-6.2271920098,106.797080487
1030,Stuja Coffee,['Kafe'],"['Kopi', 'Minuman']",['No Region'],100000,"Salapan Noodle, Jl. Cipete Raya No. 18-19, Fatmawati, Jakarta",3.8,108,Jakarta Selatan,DKI Jakarta,-6.278118,106.80303700000002
1031,BASQUE Bar de Tapas,"['Casual Dining', 'Bar']",['Kopi'],['Spanyol'],750000,"Noble House Building, Lantai 8, Jl. Mega Kuningan Barat, Kuningan, Jakarta 12950",4.5,787,Jakarta Selatan,DKI Jakarta,-6.228218,106.825387
1032,Hong Tang,['Dessert Parlor'],['Desserts'],['Taiwanese'],100000,"Gandaria City, Lantai Upper Ground, Jl. Sultan Iskandar Muda, Gandaria, Jakarta",4.0,235,Jakarta Selatan,DKI Jakarta,-6.244221,106.783975
1033,Pizza Marzano,['Casual Dining'],['Pizza'],['Itali'],280000,"Grand Indonesia Mall, West Mall, Lantai Lower Ground, Food Hall, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",4.2,343,Jakarta Pusat,DKI Jakarta,-6.194984,106.819932
1034,Upstairs Rooftop Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Barat', 'Indonesia']",250000,"Sawana Suites, Lantai 4, Jl. Danau Limboto No. 45, Bendungan Hilir, Jakarta",3.8,95,Jakarta Pusat,DKI Jakarta,-6.2085199986,106.805952228
1035,Korbeq Restaurant by Stevan Meat Shop,['Casual Dining'],"['Grill House', 'Meat']",['Korea'],200000,"Ruko Crown Golf, Blok A No. 8, Bukit Golf Mediterania, Jl. Marina Indah Golf Mediterania, Pantai Indah Kapuk, Jakarta",3.7,315,Jakarta Utara,DKI Jakarta,-6.11209,106.742271
1036,Chroma Coffee & Eatery,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Barat', 'Indonesia']",200000,"Taman Kedoya Baru Residence, Jl. Kedoya Palma Raya, Blok FC No. 1, Kedoya, Jakarta",4.2,189,Jakarta Barat,DKI Jakarta,-6.187347,106.765595
1037,Sositi Coffee & Bar,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Indonesia']",170000,"Foresta Business Loft Signature, Jl. BSD Raya Utama, Serpong, Tangerang 15331",4.2,286,Tangerang Kabupaten,Banten,-6.288844,106.639583
1038,Senshu Japanese Restaurant - Fairmont Jakarta,['Fine Dining'],['Kopi'],['Jepang'],1000000,"Fairmont Jakarta, Jl. Asia Afrika No. 8, Senayan, Jakarta",4.1,100,Jakarta Pusat,DKI Jakarta,-6.2225704813,106.79886851399999
1039,Angke Ketapang,['Casual Dining'],['Kopi'],['Chinese'],450000,"Komplek Ketapang Indah, Jl. K. H. Zainul Arifin, Blok B1 No. 1, Gajah Mada, Jakarta",4.9,447,Jakarta Barat,DKI Jakarta,-6.159718,106.817132
1040,"Sate Taichan ""Goreng""",['Quick Bites'],['Satay'],['Indonesia'],70000,"Jl. Tebet Raya No. 70, Tebet, Jakarta",4.2,3671,Jakarta Selatan,DKI Jakarta,-6.228475,106.855585
1041,Glass House,['Casual Dining'],['Kopi'],['Asia'],600000,"Jl. Cipaku 1 No. 85, Dharmawangsa, Jakarta",4.1,128,Jakarta Selatan,DKI Jakarta,-6.239600875700001,106.814916841
1042,Orbit Gelato,['Dessert Parlor'],"['Desserts', 'Kopi', 'Ice Cream']",['Indonesia'],100000,"Ruko Garden House, Blok B No. 1, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta 14470",4.2,185,Jakarta Utara,DKI Jakarta,-6.111537,106.737065
1043,Gubug Udang Situ Cibubur,['Casual Dining'],"['Seafood', 'Bubur']","['Sunda', 'Asia']",300000,"Jl. Alternatif Cibubur No.4, Harjamukti, Cimanggis, Kota Depok, Jawa Barat",3.8,205,Depok,Jawa Barat,-6.369710349,106.89712889399999
1044,Yellowfin,['Casual Dining'],['Sushi'],['Jepang'],400000,"Jl. Senopati No. 42, Senopati, Jakarta",4.2,395,Jakarta Selatan,DKI Jakarta,-6.2308652726,106.807817034
1045,21 Factory,"['Dessert Parlor', 'Kafe']","['Kopi', 'Desserts']","['Fusion', 'Indonesia']",150000,"Jl. Veteran I No. 21, Gambir, Jakarta",4.1,184,Jakarta Pusat,DKI Jakarta,-6.170125,106.829793
1046,De Boni Cucina Italiana,['Casual Dining'],['Kopi'],['Itali'],250000,"Ruko South Goldfinch, Blok C No. 27, Jl. Boulevard Springs, Serpong Utara, Tangerang",3.9,58,Tangerang Kabupaten,Banten,-6.273864,106.63931
1047,House of Crepes,"['Toko Kue & Roti', 'Dessert Parlor']","['Desserts', 'Kue & Roti']",['Perancis'],150000,"Plaza Indonesia, Lantai 5, Jl. M. H. Thamrin, Thamrin, Jakarta",4.3,89,Jakarta Pusat,DKI Jakarta,-6.192995,106.822269
1048,Kedai Kita,['Quick Bites'],['Pizza'],['Indonesia'],170000,"Jl. Taman Aries H 1 No. 1, Meruya, Jakarta",4.0,480,Jakarta Barat,DKI Jakarta,-6.197369,106.752563
1049,Melly's Garden,['Bar'],['Kopi'],"['Jawa', 'Barat', 'Indonesia']",150000,"Jl. Kebon Sirih Timur Dalam No. 37-39, Menteng, Jakarta",4.0,567,Jakarta Pusat,DKI Jakarta,-6.184186,106.830246
1050,Bakerzin,"['Toko Kue & Roti', 'Casual Dining']",['Kue & Roti'],"['Indonesia', 'No Region', 'Itali', 'Barat']",250000,"Central Park, Lantai Ground, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",4.1,344,Jakarta Barat,DKI Jakarta,-6.177833615499999,106.790499016
1051,Formaggio Coffee & Resto,['Casual Dining'],"['Kopi', 'Minuman']","['No Region', 'Barat', 'Itali']",200000,"Jl. Nyi Mas Melati Blok A2, Kec. Tangerang, Tangerang 15111",4.1,170,Tangerang Kota,Banten,-6.172257,106.632602
1052,Hours Coffee & More,['Casual Dining'],"['Tea', 'Kopi', 'Minuman']","['No Region', 'Barat', 'Asia']",250000,"Jl. Boulevard Bukit Gading Raya No. 1, Kelapa Gading, Jakarta",4.3,393,Jakarta Utara,DKI Jakarta,-6.1565631275,106.895852834
1053,Beatrice Quarters,['Casual Dining'],['Desserts'],"['Indonesia', 'Itali', 'Jepang']",300000,"Central Park, Lantai Lower Ground, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",4.4,344,Jakarta Barat,DKI Jakarta,-6.1763456325,106.790963709
1054,Hello Sunday,['Casual Dining'],"['Kopi', 'Desserts']","['Sunda', 'Itali', 'Asia']",350000,"Metropole 21 Lantai 2, Jl. Pegangsaan Timur No. 21, Cikini, Jakarta",4.4,795,Jakarta Pusat,DKI Jakarta,-6.20016,106.843646
1055,oū tu Café & Resto,"['Quick Bites', 'Kafe']",['Minuman'],['Indonesia'],125000,"Jl. Tanjung Duren Utara 8 No. 886, Tanjung Duren, Jakarta",3.9,100,Jakarta Barat,DKI Jakarta,-6.1704349918,106.780341491
1056,Bangkok Tomyum,['Food Court'],['Kopi'],"['Thai', 'Indonesia']",80000,"Taman Jajan CBD, Jl. Boulevard Bintaro Jaya, Bintaro Sektor 7, Pondok Aren, Tangerang",3.9,27,Tangerang Selatan,Banten,-6.278391,106.725505
1057,Ikkudo Ichi,['Quick Bites'],['Ramen'],['Jepang'],180000,"Kota Kasablanka, Lantai Lower Ground, Jl. Casablanca Raya, Tebet, Jakarta",4.5,1222,Jakarta Selatan,DKI Jakarta,-6.224311975,106.843275167
1058,Miss Spicy,['Quick Bites'],['Kopi'],['Jepang'],150000,"Plaza Semanggi, Lantai 3A no. 20A, Jl. Jenderal Sudirman No. 50, Sudirman, Jakarta",3.3,7,Jakarta Selatan,DKI Jakarta,-6.21978,106.814411
1059,Bakmi Ahau 38,['Quick Bites'],['Bakmi'],"['Indonesia', 'Chinese']",120000,"Jl. Mangga Besar No. 38, Mangga Besar, Jakarta",4.0,233,Jakarta Barat,DKI Jakarta,-6.149492,106.821112
1060,Anomali Coffee,"['Quick Bites', 'Kafe']","['Kopi', 'Minuman']","['No Region', 'Barat', 'Indonesia']",200000,"Jl. Teuku Cik Ditiro No. 52, Menteng, Jakarta",4.1,471,Jakarta Pusat,DKI Jakarta,-6.199406,106.837015
1061,Ncek Legenda Noodle Bar,['Quick Bites'],['Bakmi'],['Chinese'],70000,"Jl. Kelapa Hybrida Raya, Blok QK1 No. 16, Kelapa Gading, Jakarta",4.5,433,Jakarta Utara,DKI Jakarta,-6.146451755,106.906599104
1062,Sushi Corner,['Quick Bites'],['Sushi'],['Jepang'],70000,"Ruko Permata Taman Palem, Blok D2 No. 11, Jl. Taman Palem Lestari, Cengkareng, Jakarta",4.0,91,Jakarta Barat,DKI Jakarta,-6.1320302248,106.70938130399999
1063,Coffee 31,['Kafe'],"['Kopi', 'Minuman']",['No Region'],60000,"Jl. Cemara No.27-39, Menteng, Jakarta",4.0,79,Jakarta Pusat,DKI Jakarta,-6.191336,106.829833
1064,Relung Kopi,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Chinese']",80000,"Jl. Tebet Barat IX No.17, Tebet, Jakarta",3.5,35,Jakarta Selatan,DKI Jakarta,-6.238526,106.850423
1065,Daun Kelapa,['Casual Dining'],['Kopi'],['Sunda'],200000,"Ruko Inkopal, Blok C No. 42-43A, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",3.4,24,Jakarta Utara,DKI Jakarta,-6.151611,106.889248
1066,Lumiére,['Casual Dining'],['Kopi'],"['Eropa', 'Fusion', 'Itali', 'Indonesia']",150000,"Ruko Graha Marcella No. 1, Sektor 3A, Jl. Bintaro Utama Raya, Bintaro, Jakarta",3.6,31,Tangerang Selatan,Banten,-6.273402,106.743267
1067,Happiness Kitchen & Coffee,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Barat']",120000,"Jl. M. Kahfi 1 No. 36A, Jagakarsa, Jakarta",4.0,737,Jakarta Selatan,DKI Jakarta,-6.330229,106.808964
1068,Warung Fotkop,['Kafe'],['Kopi'],['Indonesia'],80000,"Jl. Nangka I No. 6, Fatmawati, Jakarta",3.9,53,Jakarta Selatan,DKI Jakarta,-6.2656839999999985,106.799381
1069,Amy and Cake,['Toko Kue & Roti'],['Kue & Roti'],['Indonesia'],80000,"Jl. Warga Raya No. 28, Pasar Minggu, Jakarta",3.5,18,Jakarta Selatan,DKI Jakarta,-6.272643,106.845108
1070,Sana Sini Restaurant - Pullman Jakarta Indonesia,['Fine Dining'],['Kopi'],"['Indonesia', 'Barat', 'Chinese', 'Jepang']",750000,"Pullman Jakarta Indonesia, Jl. M.H. Thamrin 59, Thamrin, Jakarta",4.7,836,Jakarta Pusat,DKI Jakarta,-6.1933050000000005,106.823805
1071,Kopi Raga,['Toko Minuman'],"['Kopi', 'Minuman']","['No Region', 'Asia']",120000,"Jl. Mayor Madmuin Hasibuan, No. 72, Bekasi Timur, Bekasi",3.6,13,Bekasi Kota,Jawa Barat,-6.2539644769,107.003575041
1072,Restaurant Baku Sayang,['Casual Dining'],['Seafood'],['Manado'],240000,"Jl. Pesanggrahan No. 27, Meruya, Jakarta 11610",4.3,295,Jakarta Barat,DKI Jakarta,-6.194808,106.755655
1073,Fish Village Restaurant,['Casual Dining'],['Seafood'],['Chinese'],250000,"Jl. Pluit Permai Raya No. 37, Pluit, Jakarta 14450",4.2,347,Jakarta Utara,DKI Jakarta,-6.115589097999999,106.793085672
1074,Ayam Goreng Berkah Rahmat,['Quick Bites'],['Ayam'],"['Jawa', 'Indonesia']",80000,"Jl. Melawai No. 13, Dharmawangsa, Jakarta",4.4,588,Jakarta Selatan,DKI Jakarta,-6.2470615188,106.80185917700001
1075,Restoran Beautika Manado,['Casual Dining'],['Kopi'],"['Manado', 'Indonesia']",200000,"Jl. Hang Lekir No. 1, Senayan, Jakarta",4.5,365,Jakarta Selatan,DKI Jakarta,-6.229604080800001,106.796338185
1076,8th Bean Cafe Grogol,['Kafe'],['Kopi'],['No Region'],60000,"Jl. Dr. Susilo Raya, No. 12, Grogol, Jakarta",4.1,107,Jakarta Barat,DKI Jakarta,-6.165751,106.795049
1077,BAWBAW カフェ,['Casual Dining'],"['Sushi', 'Bubble Tea']",['Jepang'],150000,"Jl. Kelapa Puyuh Raya, Blok Z2 No. 1, Kelapa Gading, Jakarta 14240",4.1,174,Jakarta Utara,DKI Jakarta,-6.172551,106.903883
1078,Yakiniku Esina Garden,['Casual Dining'],['Kopi'],"['Korea', 'Jepang']",350000,"Plaza Senayan, Lantai 4, Jl. Asia Afrika, Senayan, Jakarta",4.6,351,Jakarta Pusat,DKI Jakarta,-6.2255831785,106.79987166
1079,Gubug Makan Mang Engking,['Casual Dining'],['Seafood'],['Sunda'],270000,"Universitas Indonesia, Jl. Danau Salam, Jagakarsa, Jakarta",3.9,215,Jakarta Selatan,DKI Jakarta,-6.349375,106.831606
1080,"Asia Restaurant - The Ritz-Carlton Jakarta, Mega Kuningan",['Casual Dining'],['Kopi'],"['Indonesia', 'Barat', 'Chinese', 'Jepang']",600000,"The Ritz-Carlton Jakarta, Kawasan Mega Kuningan, Jl. Dr Ide Anak Agung Gde Agung No. 1, Kuningan, Jakarta 12950",4.2,480,Jakarta Selatan,DKI Jakarta,-6.229597,106.827639
1081,Pizzza Dealer,['Quick Bites'],['Pizza'],['Indonesia'],80000,"Pelaspas Dharmawangsa, Jl. Dharmawangsa Raya No.4, Dharmawangsa, Jakarta",3.5,15,Jakarta Selatan,DKI Jakarta,-6.254471,106.802281
1082,Holycow! Steak Hotel by HOLYCOW!,['Casual Dining'],"['Tea', 'Steak', 'Barbekyu']","['Amerika', 'No Region', 'Barat']",400000,"Lippo Mall Puri @ The St. Moritz, Lantai Lower Ground, Jl. Puri Indah Boulevard Blok U No. 1, Puri Indah, Jakarta, Puri Indah, Jakarta",4.0,282,Jakarta Barat,DKI Jakarta,-6.1873030763,106.739668473
1083,Suasanakopi.,['Toko Minuman'],"['Kopi', 'Minuman']",['No Region'],70000,"Jl. Kemang Utara No. 14, Kemang, Jakarta",3.9,128,Jakarta Selatan,DKI Jakarta,-6.257484244,106.817855201
1084,Green Door Kitchen,['Casual Dining'],['Kopi'],['Barat'],300000,"Mahaka Square, Lantai 1, Jl. Kelapa Nias, Kelapa Gading, Jakarta",4.3,348,Jakarta Utara,DKI Jakarta,-6.1493730000000015,106.903027
1085,Gerobak Betawi,['Quick Bites'],['Soto'],"['Indonesia', 'Betawi']",150000,"Jl. Surya Wijaya, Blok BB 1 No. 1D-E, Green Ville, Jakarta",4.0,239,Jakarta Barat,DKI Jakarta,-6.169978,106.766581
1086,Ropang Plus Plus,"['Toko Kue & Roti', 'Quick Bites']","['Kue & Roti', 'Makanan Jalanan']",['Indonesia'],70000,"Jl. Pluit Sakti Raya No. 21A, Pluit, Jakarta 14450",4.2,440,Jakarta Utara,DKI Jakarta,-6.1223830961,106.784689016
1087,Nasi Kulit Pas Kantong,['Quick Bites'],['Kopi'],['Indonesia'],60000,"Jl. Taman S. Parman, Tomang, Jakarta",3.8,10,Jakarta Barat,DKI Jakarta,-6.169582,106.789593
1088,"Senju Omakase, Teppanyaki, & Sake",['Casual Dining'],['Minuman'],['Jepang'],500000,"Plaza Indonesia, Lantai 3, Jl. MH. Thamrin, Thamrin, Jakarta",4.2,226,Jakarta Pusat,DKI Jakarta,-6.193995,106.821376
1089,Vilo Gelato,['Dessert Parlor'],['Ice Cream'],['Indonesia'],100000,"Jl. Surya Wijaya No. 35, Green Ville, Jakarta 11520",4.1,196,Jakarta Barat,DKI Jakarta,-6.169751,106.766756
1090,CAMDEN BAR,"['Casual Dining', 'Bar']",['Kopi'],"['Indonesia', 'Itali', 'Barat']",250000,"Jl. Cikini II No. 1, Cikini, Jakarta",4.1,432,Jakarta Pusat,DKI Jakarta,-6.190801624,106.837429627
1091,Cohere,['Kafe'],"['Tea', 'Kopi']","['Asia', 'Indonesia']",200000,"Jl. Ciheuleut No. 21C, Bogor Timur, Bogor",4.2,204,Bogor Kota,Jawa Barat,-6.6054410235,106.812467984
1092,Kopi Toko Djawa,['Toko Minuman'],"['Kopi', 'Minuman', 'Kue & Roti']","['No Region', 'Jawa', 'Indonesia']",80000,"Satu Komunal Space, Jl. Sultan Iskandar Muda No. 1B, Pondok Indah, Jakarta",3.9,26,Jakarta Selatan,DKI Jakarta,-6.25681,106.781534
1093,Monarchy House,['Casual Dining'],['Kopi'],"['Asia', 'Indonesia', 'Kontinental']",150000,"Jl. Pajajaran Indah V No. 5, Bogor Timur 16143",4.2,664,Bogor Kota,Jawa Barat,-6.6116263988999995,106.815227977
1094,Echigoya Ramen,['Casual Dining'],['Ramen'],['Jepang'],250000,"Jl. Melawai 8 No. 2A, Melawai, Jakarta",4.3,257,Jakarta Selatan,DKI Jakarta,-6.245215781900001,106.79888393700001
1095,dia.lo.gue,['Casual Dining'],['Kopi'],"['Indonesia', 'Itali', 'Barat']",250000,"Jl. Kemang Selatan Raya No. 99A, Kemang, Jakarta",3.9,877,Jakarta Selatan,DKI Jakarta,-6.2732784106,106.816353499
1096,Oh My Taco,['Quick Bites'],['Kopi'],['Meksiko'],180000,"Ruko Graha Boulevard, Jl. Gading Serpong Boulevard, Blok D No. 16, Serpong Utara, Tangerang 15810",3.4,66,Tangerang Kabupaten,Banten,-6.252055,106.626013
1097,Kiong Hee Misua,['Quick Bites'],['Kopi'],"['Taiwanese', 'Chinese']",100000,"Ruko Mendrisio 2, Blok A No. 10, Jl. BSD Raya Utama, Serpong Utara, Tangerang",3.7,22,Tangerang Kabupaten,Banten,-6.268930892999999,106.631333435
