Restaurant Name,Restaurant Area,Restaurant Address,Latitude,Longitude,Province,City,District/Kecamatan
Signatures Restaurant - Hotel Indonesia Kempinski,Thamrin,"Hotel Indonesia Kempinski, Jl. M. H. Thamrin, Thamrin, Jakarta",-6.195618,106.822356,DKI Jakarta,Jakarta Pusat,Menteng
Mujigae,Bekasi Utara,"Summarecon Mall Bekasi, Lantai Ground, Jl. Ahmad Yani, Bekasi Utara, Bekasi",-6.2270203613,107.000063024,Jawa Barat,Bekasi Kota,Bekasi Utara
Long Shan Guo,Pantai Indah Kapuk,"Ruko Crown Golf, Blok D No. 30, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",-6.111674675800001,106.73811882700001,DKI Jakarta,Jakarta Utara,Penjaringan
Kopi Busa,Serpong Utara,"Ruko Graha Boulevard, Jl. Boulevard Gading Serpong, Blok D No. 2, Serpong Utara, Tangerang",-6.2523800000000005,106.62578700000002,Banten,Tangerang Kabupaten,Kelapa Dua
Satoru,Kramat Jati,"Jl. Raya Condet No. 1D, Kramat Jati, Jakarta 13530",-6.2938096784000015,106.855720616,DKI Jakarta,Jakarta Timur,Kramatjati
KAUM Jakarta,Thamrin,"Jl. Dr. Kusuma Atmaja No. 77-79, Thamrin, Jakarta",-6.197871,106.824284,DKI Jakarta,Jakarta Pusat,Menteng
Teras Rumah Nenek,Cibubur,"Jl. Abdulrahman No. 46, Cibubur, Jakarta 13720",-6.363440033300001,106.88119623799999,DKI Jakarta,Jakarta Timur,Ciracas
Tanpopo Jakarta,Gandaria,"Jl. Sultan Iskandar Muda No. 99E, Gandaria, Jakarta",-6.239971,106.782625,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Maple & Oak,Menteng,"De Ritz Building, Lantai Ground, Jl. HOS. Cokroaminoto No. 91, Menteng, Jakarta 10310",-6.198051,106.828784,DKI Jakarta,Jakarta Pusat,Menteng
Canabeans,Serpong Utara,"Brooklyn Apartment Promenade, Jl. Alam Sutera Boulevard, Kav. A 1-3, Serpong Utara, Tangerang",-6.239071,106.657691,Banten,Tangerang Selatan,Serpong Utara
Pono,Kemang,"Jl. Kemang Selatan No. 125, Kemang, Jakarta",-6.273325,106.815877,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Kedai Filosofi Kopi,Melawai,"Jl. Melawai 6, Melawai, Jakarta",-6.2448578322,106.79977845399999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
SRSLY Coffee,Fatmawati,"Jl. Cipete Raya No. 7C, Fatmawati, Jakarta 12410",-6.2780494607,106.80568467799999,DKI Jakarta,Jakarta Selatan,Cilandak
Bottlenose Shack,Tanjung Duren,"Central Park, Tribeca Park, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",-6.177385954400001,106.790143624,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Wok Eat Out,Cilandak,"Jl. Cipete Raya No.2C, Cilandak, Jakarta",-6.2780809999999985,106.804736,DKI Jakarta,Jakarta Selatan,Cilandak
Fried Chicken Master,Blok M,"Plaza Blok M, Lantai Lower Ground, Jl. Bulungan No. 76, Blok M, Jakarta",-6.2443202406,106.79767996,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Onokabe,Pluit,"Pluit Junction, Lantai Ground, Jl. Pluit Selatan Raya, Pluit, Jakarta",-6.1262027651999995,106.79131239600001,DKI Jakarta,Jakarta Utara,Penjaringan
Blue Jasmine,Blok M,"The Maja, Jl. Kyai Maja No. 39, Blok M, Jakarta",-6.2410583508,106.78936410700001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
FUKU Japanese Kitchen & Cafe,Pinang,"Ruko Spectra, Jalur Sutera, Kav. 23B No. 9, Pinang, Tangerang",-6.2301410210000014,106.659376882,Banten,Tangerang Kota,Pinang
Lesung Kopi,Pondok Aren,"Jl. Elang No. 14, Pondok Aren, Tangerang",-6.285327260700001,106.702843084,Banten,Tangerang Selatan,Pondok Aren
Kembang Bawang,Serpong Utara,"Ruko Alam Sutera Town Center (ASTC), Blok B10 No. 45, Serpong Utara, Tangerang",-6.242876,106.653498,Banten,Tangerang Selatan,Serpong Utara
Sun City Luxury Club - Sun City Hotel,Mangga Besar,"Sun City Hotel, Lantai 6, Jl. Hayam Wuruk No. 127, Mangga Besar, Jakarta",-6.146225,106.816996,DKI Jakarta,Jakarta Barat,Tamansari
Bu Eva Spesial Sambal,Sunter,"Jl. Danau Sunter Utara, Blok C1 No. 6A, Sunter, Jakarta",-6.139167,106.863103,DKI Jakarta,Jakarta Utara,Tanjung Priok
Lau Lim Mee Pok,Pantai Indah Kapuk,"Ruko Cordoba, Blok A No. 17, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",-6.1107015663999995,106.741270087,DKI Jakarta,Jakarta Utara,Penjaringan
Eatz,Pondok Indah,"Ruko Margaguna, Unit 9, Jl. Radio Dalam No. 125, Pondok Indah, Jakarta",-6.262511,106.788349,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Iceberg - Gelato & Pizza,Cikini,"Jl. Cikini Raya No. 70, Cikini, Jakarta",-6.194464,106.839237,DKI Jakarta,Jakarta Pusat,Menteng
Little Talk Coffee,Jatiasih,"Insitu Tengah. Jl. Tirta Utama No. 1, Jatiasih, Bekasi",-6.323379,106.986252,Jawa Barat,Bekasi Kota,Bantargebang
Angus House,Senayan,"Plaza Senayan, Lantai 4, Jl. Asia Afrika, Senayan, Jakarta",-6.225562180700001,106.799932681,DKI Jakarta,Jakarta Pusat,Tanah Abang
Putu Made,Pantai Indah Kapuk,"PIK Avenue, Lantai 1 TO 3 A, Jalan Pantai Indah Kapuk No 6, Kamal Muara, Penjaringan, Pantai Indah Kapuk, Jakarta",-6.110337,106.740122,DKI Jakarta,Jakarta Utara,Penjaringan
Pippo,Senayan,"Senayan City, Lantai Lower Ground, Jl. Asia Afrika, Senayan, Jakarta",-6.2274276513,106.796786785,DKI Jakarta,Jakarta Pusat,Tanah Abang
Noodle King,Karet,"Lotte Shopping Avenue, Lantai 3, Jl. Prof Dr Satrio, Karet, Jakarta",-6.224616,106.823535,DKI Jakarta,Jakarta Selatan,Setiabudi
Brown Fox Waffle & Coffee,Pasar Minggu,"Jl. Taman Margasatwa No. 9S, Pasar Minggu, Jakarta 12550",-6.289067,106.824444,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Abdinagri Coffee and Roastery,Dharmawangsa,"Jl. Wijaya I No. 53, Dharmawangsa, Jakarta",-6.2447128083,106.81018817399999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Agneya Restaurant,Dharmawangsa,"Jl. Wijaya IX No. 23, Dharmawangsa, Jakarta",-6.2493475172,106.80338501899999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Phyllo Coffee & Kitchen,Kelapa Gading,"Kirana Park Avenue, Jl. Boulevard Raya No. 1, Kelapa Gading, Jakarta",-6.1758440000000006,106.895522,DKI Jakarta,Jakarta Utara,Kelapa Gading
Alto Restaurant & Bar - Four Seasons,Gatot Subroto,"Four Seasons Hotel Jakarta, Jl. Jend. Gatot Subroto Kav. 18, Gatot Subroto, Jakarta",-6.232586,106.819667,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Shabu Jin,Kuningan,"Kuningan City, Lantai Ground, Jl. Prof. Dr. Satrio, Kuningan, Jakarta",-6.224814,106.82956,DKI Jakarta,Jakarta Selatan,Setiabudi
Warung Bakmi Mpek Tjoen,Gandaria,"Jl. KH. Ahmad Dahlan No. 31, Gandaria, Jakarta",-6.246094,106.792061,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
High Style Hotpot,Pantai Indah Kapuk,"Ruko The Metro, Blok 6 JD-JE, Jl. Mandara Permai VII, Pantai Indah Kapuk, Jakarta",-6.1153260000000005,106.755416,DKI Jakarta,Jakarta Utara,Penjaringan
The Chinese National - Swissôtel Jakarta PIK Avenue,Pantai Indah Kapuk,"Swissôtel Jakarta PIK Avenue, Jl. Pantai Indah Kapuk Boulevard, Pantai Indah Kapuk, Jakarta 14470",-6.1079215775,106.740075834,DKI Jakarta,Jakarta Utara,Penjaringan
Shu Guo Yin Xiang,Senayan,"Senayan City, Lantai 5, Jl. Asia Afrika, Senayan, Jakarta",-6.2271920098,106.797080487,DKI Jakarta,Jakarta Pusat,Tanah Abang
Stuja Coffee,Fatmawati,"Salapan Noodle, Jl. Cipete Raya No. 18-19, Fatmawati, Jakarta",-6.278118,106.80303700000002,DKI Jakarta,Jakarta Selatan,Cilandak
BASQUE Bar de Tapas,Kuningan,"Noble House Building, Lantai 8, Jl. Mega Kuningan Barat, Kuningan, Jakarta 12950",-6.228218,106.825387,DKI Jakarta,Jakarta Selatan,Setiabudi
The SAB House,Melawai,"Jl. Panglima Polim V No. 6A, Melawai, Jakarta",-6.2464830000000005,106.79836,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Hong Tang,Gandaria,"Gandaria City, Lantai Upper Ground, Jl. Sultan Iskandar Muda, Gandaria, Jakarta",-6.244221,106.783975,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Pizza Marzano,Thamrin,"Grand Indonesia Mall, West Mall, Lantai Lower Ground, Food Hall, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",-6.194984,106.819932,DKI Jakarta,Jakarta Pusat,Tanah Abang
Upstairs Rooftop Cafe,Bendungan Hilir,"Sawana Suites, Lantai 4, Jl. Danau Limboto No. 45, Bendungan Hilir, Jakarta",-6.2085199986,106.805952228,DKI Jakarta,Jakarta Pusat,Tanah Abang
Korbeq Restaurant by Stevan Meat Shop,Pantai Indah Kapuk,"Ruko Crown Golf, Blok A No. 8, Bukit Golf Mediterania, Jl. Marina Indah Golf Mediterania, Pantai Indah Kapuk, Jakarta",-6.11209,106.742271,DKI Jakarta,Jakarta Utara,Penjaringan
Chroma Coffee & Eatery,Kedoya,"Taman Kedoya Baru Residence, Jl. Kedoya Palma Raya, Blok FC No. 1, Kedoya, Jakarta",-6.187347,106.765595,DKI Jakarta,Jakarta Barat,Kebon Jeruk
Sositi Coffee & Bar,Serpong,"Foresta Business Loft Signature, Jl. BSD Raya Utama, Serpong, Tangerang 15331",-6.288844,106.639583,Banten,Tangerang Kabupaten,Pagedangan
Senshu Japanese Restaurant - Fairmont Jakarta,Senayan,"Fairmont Jakarta, Jl. Asia Afrika No. 8, Senayan, Jakarta",-6.2225704813,106.79886851399999,DKI Jakarta,Jakarta Pusat,Tanah Abang
Juragan Ayam Geprek,Tanjung Duren,"Live Yard, Jl. Tanjung Duren Raya No. 61, Tanjung Duren, Jakarta",-6.174318,106.78368799999998,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Angke Ketapang,Gajah Mada,"Komplek Ketapang Indah, Jl. K. H. Zainul Arifin, Blok B1 No. 1, Gajah Mada, Jakarta",-6.159718,106.817132,DKI Jakarta,Jakarta Barat,Tamansari
"Sate Taichan ""Goreng""",Tebet,"Jl. Tebet Raya No. 70, Tebet, Jakarta",-6.228475,106.855585,DKI Jakarta,Jakarta Selatan,Tebet
Glass House,Dharmawangsa,"Jl. Cipaku 1 No. 85, Dharmawangsa, Jakarta",-6.239600875700001,106.814916841,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Living-Room Coffee House,Kemang,"Jl. Kemang Raya No. 34E, Kemang, Jakarta",-6.261234,106.815466,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Orbit Gelato,Pantai Indah Kapuk,"Ruko Garden House, Blok B No. 1, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta 14470",-6.111537,106.737065,DKI Jakarta,Jakarta Utara,Penjaringan
Gubug Udang Situ Cibubur,Cibubur,"Jl. Alternatif Cibubur No.4, Harjamukti, Cimanggis, Kota Depok, Jawa Barat",-6.369710349,106.89712889399999,Jawa Barat,Depok,Cimanggis
Yellowfin,Senopati,"Jl. Senopati No. 42, Senopati, Jakarta",-6.2308652726,106.807817034,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
21 Factory,Gambir,"Jl. Veteran I No. 21, Gambir, Jakarta",-6.170125,106.829793,DKI Jakarta,Jakarta Pusat,Gambir
De Boni Cucina Italiana,Serpong Utara,"Ruko South Goldfinch, Blok C No. 27, Jl. Boulevard Springs, Serpong Utara, Tangerang",-6.273864,106.63931,Banten,Tangerang Kabupaten,Pagedangan
House of Crepes,Thamrin,"Plaza Indonesia, Lantai 5, Jl. M. H. Thamrin, Thamrin, Jakarta",-6.192995,106.822269,DKI Jakarta,Jakarta Pusat,Menteng
Kedai Kita,Meruya,"Jl. Taman Aries H 1 No. 1, Meruya, Jakarta",-6.197369,106.752563,DKI Jakarta,Jakarta Barat,Kembangan
Melly's Garden,Menteng,"Jl. Kebon Sirih Timur Dalam No. 37-39, Menteng, Jakarta",-6.184186,106.830246,DKI Jakarta,Jakarta Pusat,Menteng
Bakerzin,Tanjung Duren,"Central Park, Lantai Ground, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",-6.177833615499999,106.790499016,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Dalam Lingkup Kopi,Tebet,"Jl. Tebet Barat 1 No. 16, Tebet, Jakarta",-6.232409,106.849357,DKI Jakarta,Jakarta Selatan,Tebet
Formaggio Coffee & Resto,Kec. Tangerang,"Jl. Nyi Mas Melati Blok A2, Kec. Tangerang, Tangerang 15111",-6.172257,106.632602,Banten,Tangerang Kota,Tangerang
Hours Coffee & More,Kelapa Gading,"Jl. Boulevard Bukit Gading Raya No. 1, Kelapa Gading, Jakarta",-6.1565631275,106.895852834,DKI Jakarta,Jakarta Utara,Kelapa Gading
Beatrice Quarters,Tanjung Duren,"Central Park, Lantai Lower Ground, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",-6.1763456325,106.790963709,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Hello Sunday,Cikini,"Metropole 21 Lantai 2, Jl. Pegangsaan Timur No. 21, Cikini, Jakarta",-6.20016,106.843646,DKI Jakarta,Jakarta Pusat,Menteng
oū tu Café & Resto,Tanjung Duren,"Jl. Tanjung Duren Utara 8 No. 886, Tanjung Duren, Jakarta",-6.1704349918,106.780341491,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Bangkok Tomyum,Pondok Aren,"Taman Jajan CBD, Jl. Boulevard Bintaro Jaya, Bintaro Sektor 7, Pondok Aren, Tangerang",-6.278391,106.725505,Banten,Tangerang Selatan,Pondok Aren
Ikkudo Ichi,Tebet,"Kota Kasablanka, Lantai Lower Ground, Jl. Casablanca Raya, Tebet, Jakarta",-6.224311975,106.843275167,DKI Jakarta,Jakarta Selatan,Tebet
Miss Spicy,Sudirman,"Plaza Semanggi, Lantai 3A no. 20A, Jl. Jenderal Sudirman No. 50, Sudirman, Jakarta",-6.21978,106.814411,DKI Jakarta,Jakarta Selatan,Setiabudi
Bakmi Ahau 38,Mangga Besar,"Jl. Mangga Besar No. 38, Mangga Besar, Jakarta",-6.149492,106.821112,DKI Jakarta,Jakarta Barat,Tamansari
Anomali Coffee,Menteng,"Jl. Teuku Cik Ditiro No. 52, Menteng, Jakarta",-6.199406,106.837015,DKI Jakarta,Jakarta Pusat,Menteng
Ncek Legenda Noodle Bar,Kelapa Gading,"Jl. Kelapa Hybrida Raya, Blok QK1 No. 16, Kelapa Gading, Jakarta",-6.146451755,106.906599104,DKI Jakarta,Jakarta Utara,Kelapa Gading
Sushi Corner,Cengkareng,"Ruko Permata Taman Palem, Blok D2 No. 11, Jl. Taman Palem Lestari, Cengkareng, Jakarta",-6.1320302248,106.70938130399999,DKI Jakarta,Jakarta Barat,Kalideres
Q Eat Japanese BBQ,Jatisampurna,"Jl. Raya Kranggan Kav. 62 A No. 26-27, Jatisampurna, Bekasi",-6.348021,106.922645,Jawa Barat,Bekasi Kota,Jatisampurna
Coffee 31,Menteng,"Jl. Cemara No.27-39, Menteng, Jakarta",-6.191336,106.829833,DKI Jakarta,Jakarta Pusat,Menteng
Relung Kopi,Tebet,"Jl. Tebet Barat IX No.17, Tebet, Jakarta",-6.238526,106.850423,DKI Jakarta,Jakarta Selatan,Tebet
Daun Kelapa,Kelapa Gading,"Ruko Inkopal, Blok C No. 42-43A, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",-6.151611,106.889248,DKI Jakarta,Jakarta Utara,Kelapa Gading
Lumiére,Bintaro,"Ruko Graha Marcella No. 1, Sektor 3A, Jl. Bintaro Utama Raya, Bintaro, Jakarta",-6.273402,106.743267,Banten,Tangerang Selatan,Pondok Aren
Happiness Kitchen & Coffee,Jagakarsa,"Jl. M. Kahfi 1 No. 36A, Jagakarsa, Jakarta",-6.330229,106.808964,DKI Jakarta,Jakarta Selatan,Jagakarsa
Warung Fotkop,Fatmawati,"Jl. Nangka I No. 6, Fatmawati, Jakarta",-6.2656839999999985,106.799381,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Amy and Cake,Pasar Minggu,"Jl. Warga Raya No. 28, Pasar Minggu, Jakarta",-6.272643,106.845108,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Sana Sini Restaurant - Pullman Jakarta Indonesia,Thamrin,"Pullman Jakarta Indonesia, Jl. M.H. Thamrin 59, Thamrin, Jakarta",-6.1933050000000005,106.823805,DKI Jakarta,Jakarta Pusat,Menteng
Kopi Raga,Bekasi Timur,"Jl. Mayor Madmuin Hasibuan, No. 72, Bekasi Timur, Bekasi",-6.2539644769,107.003575041,Jawa Barat,Bekasi Kota,Bekasi Timur
Kopi JKT,Puri Indah,"Jl. Manggis Raya No. 47, Puri Indah, Jakarta",-6.163101,106.737195,DKI Jakarta,Jakarta Barat,Cengkareng
Restaurant Baku Sayang,Meruya,"Jl. Pesanggrahan No. 27, Meruya, Jakarta 11610",-6.194808,106.755655,DKI Jakarta,Jakarta Barat,Kembangan
Fish Village Restaurant,Pluit,"Jl. Pluit Permai Raya No. 37, Pluit, Jakarta 14450",-6.115589097999999,106.793085672,DKI Jakarta,Jakarta Utara,Penjaringan
Ayam Goreng Berkah Rahmat,Dharmawangsa,"Jl. Melawai No. 13, Dharmawangsa, Jakarta",-6.2470615188,106.80185917700001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Restoran Beautika Manado,Senayan,"Jl. Hang Lekir No. 1, Senayan, Jakarta",-6.229604080800001,106.796338185,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
8th Bean Cafe Grogol,Grogol,"Jl. Dr. Susilo Raya, No. 12, Grogol, Jakarta",-6.165751,106.795049,DKI Jakarta,Jakarta Barat,Grogol Petamburan
BAWBAW カフェ,Kelapa Gading,"Jl. Kelapa Puyuh Raya, Blok Z2 No. 1, Kelapa Gading, Jakarta 14240",-6.172551,106.903883,DKI Jakarta,Jakarta Utara,Kelapa Gading
Yakiniku Esina Garden,Senayan,"Plaza Senayan, Lantai 4, Jl. Asia Afrika, Senayan, Jakarta",-6.2255831785,106.79987166,DKI Jakarta,Jakarta Pusat,Tanah Abang
Gubug Makan Mang Engking,Jagakarsa,"Universitas Indonesia, Jl. Danau Salam, Jagakarsa, Jakarta",-6.349375,106.831606,DKI Jakarta,Jakarta Selatan,Jagakarsa
Journey To The South,Kemang,"Jl. Kemang Raya No. 10A, Kemang, Jakarta",-6.257225,106.814854,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
"Asia Restaurant - The Ritz-Carlton Jakarta, Mega Kuningan",Kuningan,"The Ritz-Carlton Jakarta, Kawasan Mega Kuningan, Jl. Dr Ide Anak Agung Gde Agung No. 1, Kuningan, Jakarta 12950",-6.229597,106.827639,DKI Jakarta,Jakarta Selatan,Setiabudi
Pizzza Dealer,Dharmawangsa,"Pelaspas Dharmawangsa, Jl. Dharmawangsa Raya No.4, Dharmawangsa, Jakarta",-6.254471,106.802281,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Holycow! Steak Hotel by HOLYCOW!,Puri Indah,"Lippo Mall Puri @ The St. Moritz, Lantai Lower Ground, Jl. Puri Indah Boulevard Blok U No. 1, Puri Indah, Jakarta, Puri Indah, Jakarta",-6.1873030763,106.739668473,DKI Jakarta,Jakarta Barat,Kembangan
Suasanakopi.,Kemang,"Jl. Kemang Utara No. 14, Kemang, Jakarta",-6.257484244,106.817855201,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Green Door Kitchen,Kelapa Gading,"Mahaka Square, Lantai 1, Jl. Kelapa Nias, Kelapa Gading, Jakarta",-6.1493730000000015,106.903027,DKI Jakarta,Jakarta Utara,Kelapa Gading
Bakmi Go Eat,Hayam Wuruk,"Jl. Sukarjo Wiryopranoto No. 23, Hayam Wuruk, Jakarta",-6.1594108643,106.820735558,DKI Jakarta,Jakarta Barat,Tamansari
Gerobak Betawi,Green Ville,"Jl. Surya Wijaya, Blok BB 1 No. 1D-E, Green Ville, Jakarta",-6.169978,106.766581,DKI Jakarta,Jakarta Barat,Kebon Jeruk
Ropang Plus Plus,Pluit,"Jl. Pluit Sakti Raya No. 21A, Pluit, Jakarta 14450",-6.1223830961,106.784689016,DKI Jakarta,Jakarta Utara,Penjaringan
Nasi Kulit Pas Kantong,Tomang,"Jl. Taman S. Parman, Tomang, Jakarta",-6.169582,106.789593,DKI Jakarta,Jakarta Barat,Grogol Petamburan
"Senju Omakase, Teppanyaki, & Sake",Thamrin,"Plaza Indonesia, Lantai 3, Jl. MH. Thamrin, Thamrin, Jakarta",-6.193995,106.821376,DKI Jakarta,Jakarta Pusat,Menteng
Vilo Gelato,Green Ville,"Jl. Surya Wijaya No. 35, Green Ville, Jakarta 11520",-6.169751,106.766756,DKI Jakarta,Jakarta Barat,Kebon Jeruk
CAMDEN BAR,Cikini,"Jl. Cikini II No. 1, Cikini, Jakarta",-6.190801624,106.837429627,DKI Jakarta,Jakarta Pusat,Menteng
Cohere,Bogor Timur,"Jl. Ciheuleut No. 21C, Bogor Timur, Bogor",-6.6054410235,106.812467984,Jawa Barat,Bogor Kota,Bogor Timur
Kopi Toko Djawa,Pondok Indah,"Satu Komunal Space, Jl. Sultan Iskandar Muda No. 1B, Pondok Indah, Jakarta",-6.25681,106.781534,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Monarchy House,Bogor Timur,"Jl. Pajajaran Indah V No. 5, Bogor Timur 16143",-6.6116263988999995,106.815227977,Jawa Barat,Bogor Kota,Bogor Timur
Echigoya Ramen,Melawai,"Jl. Melawai 8 No. 2A, Melawai, Jakarta",-6.245215781900001,106.79888393700001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Hepivora,Fatmawati,"Jl. RS Fatmawati Raya No. 98A, Fatmawati, Jakarta",-6.265629,106.797242,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Manatea Softserve,Serpong,"Unit 16, Kumulo Compund, The Breeze, Serpong, Tangerang",-6.300798,106.654397,Banten,Tangerang Kabupaten,Cisauk
Mangkok Ku,Kemanggisan,"Jl. Kebon Jeruk Raya No. 32, Kemanggisan, Jakarta",-6.198855,106.781604,DKI Jakarta,Jakarta Barat,Kebon Jeruk
dia.lo.gue,Kemang,"Jl. Kemang Selatan Raya No. 99A, Kemang, Jakarta",-6.2732784106,106.816353499,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Oh My Taco,Serpong Utara,"Ruko Graha Boulevard, Jl. Gading Serpong Boulevard, Blok D No. 16, Serpong Utara, Tangerang 15810",-6.252055,106.626013,Banten,Tangerang Kabupaten,Kelapa Dua
Kiong Hee Misua,Serpong Utara,"Ruko Mendrisio 2, Blok A No. 10, Jl. BSD Raya Utama, Serpong Utara, Tangerang",-6.268930892999999,106.631333435,Banten,Tangerang Kabupaten,Pagedangan
Caffè Milano,Thamrin,"Grand Indonesia Mall, East Mall, Lantai Ground, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",-6.182856,106.823324,DKI Jakarta,Jakarta Pusat,Gambir
Nidcielo,Senopati,"Soho Gunawarman 61, Lantai 2, Jl. Gunawarman No.61, Senopati, Jakarta",-6.2376477928,106.807647049,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Yakiniku Like,Thamrin,"Grand Indonesia Mall, West Mall, Lantai 5, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta 10230",-6.196617,106.822432,DKI Jakarta,Jakarta Pusat,Menteng
Ecology Bistro and Lounge,Kemang,"Jl. Kemang Raya No. 6, Kemang, Jakarta 12730",-6.256514735700001,106.814536303,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Benihana Japanese Steakhouse,Thamrin,"Plaza Indonesia, Lantai 3, Jl. MH. Thamrin, Thamrin, Jakarta",-6.1883940000000015,106.822644,DKI Jakarta,Jakarta Pusat,Menteng
Maicha,Serpong Utara,"Ruko Neo Arcade, Jl. CBD Gading Serpong, Serpong Utara",-6.244446,106.624101,Banten,Tangerang Kabupaten,Kelapa Dua
Dailydose Coffee and Eatery,Bogor Utara,"Jl. Achmad Adnawijaya No. 141A, Bogor Utara, Bogor",-6.588003,106.816564,Jawa Barat,Bogor Kota,Bogor Utara
Warung Nako,Beji,"Jl. Margonda Raya No. 28, Beji, Depok",-6.3967839843,106.820478066,Jawa Barat,Depok,Pancoran Mas
Shabugram,Bogor Utara,"Jl. Raya Jakarta-Bogor No. 147, Bogor Utara, Bogor",-6.563796000000001,106.809632,Jawa Barat,Bogor Kota,Bogor Utara
Ben Gong’s Tea,Tanjung Duren,"Neo Soho Mall Lt.3A, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",-6.174737,106.789657,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Hanaguni,Kelapa Gading,"Ruko Inkopal Blok A No. 21-23, Jl. Boulevard Barat, Kelapa Gading, Jakarta",-6.154447,106.894118,DKI Jakarta,Jakarta Utara,Kelapa Gading
Coco Ichibanya Curry,Thamrin,"Grand Indonesia Mall, West Mall, Lantai 3A, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",-6.195554,106.820344,DKI Jakarta,Jakarta Pusat,Tanah Abang
Ajwad,Kramat Jati,"Jl. Condet Raya No. 50, Kramat Jati, Jakarta",-6.289863,106.855793,DKI Jakarta,Jakarta Timur,Kramatjati
The Goods Diner,SCBD,"Fairgrounds, SCBD Lot 14, Jl. Jenderal Sudirman, SCBD, Jakarta",-6.226868,106.806981,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Lembur Kuring,Benda,"Soekarno Hatta International Airport, Jl. Raya Bandara, Benda, Tangerang",-6.11215,106.686207,Banten,Tangerang Kota,Benda
Kim's K-Food,Puri Indah,"Lippo Mall Puri, Lantai LG, Jl. Puri Indah Raya, Puri Indah, Jakarta",-6.189458,106.738964,DKI Jakarta,Jakarta Barat,Kembangan
Song Fa Bak Kut Teh,Tanjung Duren,"Central Park, Lantai 3, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",-6.177849282,106.791169904,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Chill Bill Coffees and Platters,Pondok Aren,"Ruko Emerald Boulevard, Jl. Jombang Raya, Blok AA 2 No. 52, Pondok Aren, Tangerang",-6.281888,106.702503,Banten,Tangerang Selatan,Pondok Aren
Darling Habit,Tebet,"Jl. Tebet Barat No. 66, Tebet, Jakarta",-6.241618,106.852329,DKI Jakarta,Jakarta Selatan,Tebet
Pagi Sore,Pinang,"Jl. Jalur Sutera Boulevard Kav. 20D, Pinang, Tangerang",-6.2298387214,106.658501476,Banten,Tangerang Kota,Pinang
Tugu Kunstkring Paleis,Menteng,"Jl. Teuku Umar No. 1, Menteng, Jakarta",-6.188841,106.833331,DKI Jakarta,Jakarta Pusat,Menteng
Fume Coffee & Kitchen,Kemang,"Hero Kemang Club Villas, Jl. Kemang Utara, Kemang, Jakarta 12730",-6.265328,106.8205066,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
