Restaurant Name,Restaurant Type,Cuisine Type,Restaurant Area,Restaurant Rating,Review Counts,Latitude,Longitude,Website,Restaurant Address,Price for 2,Additional Info
Aladin,Food Court,"['Chinese', 'Barat', 'Indonesia']",Senopati,Not Rated Yet,TIdak cukup Ulasan,-6.2366002575,106.815258152,"https://www.zomato.com/id/jakarta/aladin-senopati
","Pujasera Blok S, Food Court, Jl. Birah 3, Senopati, Jakarta",No Price Data Found,"['', '', '', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Kaki5 Bersertifikat BPOM', 'No Additional Info']"
Warung Sate Solo Pak Min,Quick Bites,['Satay'],Koja,Not Rated Yet,TIdak cukup Ulasan,-6.1284592840,106.899207271,"https://www.zomato.com/id/jakarta/warung-sate-solo-pak-min-koja
","Jl. Alur Laut Raya, Koja, Jakarta",No Price Data Found,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'No Additional Info']"
Ayam Bebek Baya,Quick Bites,['Indonesia'],Bekasi Barat,Not Rated Yet,TIdak cukup Ulasan,-6.2490082342,106.969849281,"https://www.zomato.com/id/jakarta/ayam-bebek-baya-bekasi-barat-bekasi
","Pertokoan Duta Permai, Jl. KH Noer Ali, Bekasi Barat, Bekasi",No Price Data Found,"['Di dalam ruangan', 'Area Merokok', 'Di dalam ruangan', 'Area Merokok', 'No Additional Info']"
Gado - Gado & Rujak,Food Court,['Indonesia'],Bekasi Selatan,Not Rated Yet,TIdak cukup Ulasan,-6.2500110000,106.993180000,"https://www.zomato.com/id/jakarta/gado-gado-rujak-bekasi-selatan-bekasi
","Mega Bekasi Hypermall, Lantai 3, Foodwalk, Jl. Jenderal Ahmad Yani, Bekasi Selatan, Bekasi",No Price Data Found,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'No Additional Info']"
RM. Bakso Asia Jaya (Lany),Quick Bites,"['Bakso', 'Indonesia', 'Chinese']",Kelapa Gading,Not Rated Yet,TIdak cukup Ulasan,-6.1698773242,106.902290806,"https://www.zomato.com/id/jakarta/rm-bakso-asia-jaya-lany-kelapa-gading
","Jl. Kelapa Kopyor, Blok CE 2 No. 12, Kelapa Gading, Jakarta",No Price Data Found,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'No Additional Info']"
Rumah Makan Cinto Minang,Quick Bites,['Padang'],Bekasi Selatan,Not Rated Yet,TIdak cukup Ulasan,-6.2412910000,106.992825000,"https://www.zomato.com/id/jakarta/rumah-makan-cinto-minang-bekasi-selatan
","Ruko Sentra Niaga Kalimalang Blok A1 No. 6, Jl. Jenderal Ahmad Yani, Bekasi Selatan, Bekasi",No Price Data Found,"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'No Additional Info']"
Warkop Soerabi,Kafe,['Indonesia'],Pondok Aren,Not Rated Yet,TIdak cukup Ulasan,-6.2723330000,106.715417000,"https://www.zomato.com/id/jakarta/warkop-soerabi-pondok-aren-tangerang
","Ruko Kebayoran Arcade 2, Jl. Boulevard Bintaro Jaya, Blok B No. 25, Pondok Aren, Tangerang",No Price Data Found,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok', 'No Additional Info']"
Seroja,Casual Dining,"['Barat', 'Asia']",Karet,Not Rated Yet,Not Reviewed Yet,-6.2221240000,106.819983000,"https://www.zomato.com/id/jakarta/seroja-karet
","Ciputra World 2, Jl. Prof. DR. Satrio No. Kav.11, Karet, Jakarta",No Price Data Found,"['Sarapan', 'Hanya Bawa Pulang', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Sarapan', 'Hanya Bawa Pulang', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'No Additional Info']"
Ayam DiCabein,Quick Bites,['Indonesia'],Pasar Minggu,Not Rated Yet,TIdak cukup Ulasan,-6.3026120000,106.848982000,"https://www.zomato.com/id/jakarta/ayam-dicabein-pasar-minggu
","Jl. Nangka Raya No.3, Pasar Minggu, Jakarta",No Price Data Found,"['Bawa Pulang Tersedia', 'Parkir Gratis', 'Di dalam ruangan', 'Menu Makan Siang', 'Bawa Pulang Tersedia', 'Parkir Gratis', 'Di dalam ruangan', 'Menu Makan Siang', 'No Additional Info']"
Raosna Warung Makan Sunda,Quick Bites,"['Indonesia', 'Sunda']",Fatmawati,Not Rated Yet,TIdak cukup Ulasan,-6.3131804507,106.803274042,"https://www.zomato.com/id/jakarta/raosna-warung-makan-sunda-fatmawati
","Jl. Margasatwa No. 14, Fatmawati, Jakarta",No Price Data Found,"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'No Additional Info']"
Strata Kopi,Kafe,"['Kopi', 'Snacks']",Ciputat Timur,Not Rated Yet,TIdak cukup Ulasan,-6.2923310000,106.746371000,"https://www.zomato.com/id/jakarta/strata-kopi-ciputat-timur-tangerang
","Jl. WR. Supratman No. 88, Ciputat Timur, Tangerang",No Price Data Found,"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Area Merokok', 'Di dalam ruangan', 'Wifi Tersedia', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Area Merokok', 'Di dalam ruangan', 'Wifi Tersedia', 'No Additional Info']"
Kantin Warna Sari,Quick Bites,['Indonesia'],Serpong,Not Rated Yet,TIdak cukup Ulasan,-6.3048740000,106.686796000,"https://www.zomato.com/id/jakarta/kantin-warna-sari-serpong-tangerang
","Ruko Golden Madrid 1, Jl. Letnan Sutopo, Blok E18, Serpong, Tangerang",Rp60.000 untuk 2 orang (perkiraan),"['Sarapan', 'Di dalam ruangan', 'Area Merokok']"
Seblak Umi Kitchen,Quick Bites,"['Sunda', 'Makanan Jalanan']",Pancoran Mas,Not Rated Yet,TIdak cukup Ulasan,-6.3853140000,106.782762000,"https://www.zomato.com/id/jakarta/seblak-umi-kitchen-pancoran-mas-depok
","Jl. Mandor Basar, Gg. Haji Nisan, Pancoran Mas, Depok",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
RM. SAKA,Quick Bites,['Indonesia'],Cakung,Not Rated Yet,TIdak cukup Ulasan,-6.2158500000,106.945289000,"https://www.zomato.com/id/jakarta/rm-saka-cakung
","Jl. Kp. Bulak Jaya No. 73, Cakung, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Shitako Takoyaki,Food Court,"['Jepang', 'Snacks']",Gandaria,Not Rated Yet,TIdak cukup Ulasan,-6.2443630000,106.783504000,"https://www.zomato.com/id/jakarta/shitako-takoyaki-2-gandaria
","Gandaria City, Eat & Eat, Lantai 2, Jl. Sultan Iskandar Muda, Gandaria, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Wong Kudus GOR Tangerang,Quick Bites,"['Soto', 'Jawa']",Kec. Tangerang,Not Rated Yet,TIdak cukup Ulasan,-6.1778050000,106.632740000,"https://www.zomato.com/id/jakarta/wong-kudus-gor-tangerang-kec-tangerang-tangerang
","Jl. A. Damyati No. 23B, ], Kec. Tangerang, Tangerang",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Makan Dengan Grup', 'Di dalam ruangan']"
Dapur Darurat,Quick Bites,['Indonesia'],Tanjung Duren,Not Rated Yet,TIdak cukup Ulasan,-6.1833348499,106.785091012,"https://www.zomato.com/id/jakarta/dapur-darurat-tanjung-duren
","Jl. Tj. Duren Selatan II Gg. IV No. 8, Tanjung Duren, Jakarta",Rp65.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kisel Healthy Drinks,Toko Minuman,"['Minuman', 'Jus']",SCBD,Not Rated Yet,TIdak cukup Ulasan,-6.2253535355,106.808374263,"https://www.zomato.com/id/jakarta/kisel-healthy-drinks-scbd
","Plaza Bapindo, Lantai Ground, MM Food, Jl. Jenderal Sudirman, SCBD, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Baratdaya Coffee,Toko Minuman,['Kopi'],Beji,Not Rated Yet,TIdak cukup Ulasan,-6.3574730000,106.833647000,"https://www.zomato.com/id/jakarta/baratdaya-coffee-beji-depok
","Jl. Margonda Raya, Gg, Masjid, Beji, Depok",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
Baki Jowo Kondang Roso,Quick Bites,"['Indonesia', 'Jawa']",Jatisampurna,Not Rated Yet,TIdak cukup Ulasan,-6.3680880000,106.955448000,"https://www.zomato.com/id/jakarta/baki-jowo-kondang-roso-jatisampurna-bekasi
","Jl. Boulevard Kota Wisata Blok I11 No.11, Jatisampurna, Bekasi",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Studio Kedai 42,Kafe,"['Kafe', 'Kopi', 'Desserts']",Kemang,Not Rated Yet,TIdak cukup Ulasan,-6.2584154235,106.820697672,"https://www.zomato.com/id/jakarta/studio-kedai-42-kemang
","Bellevuecour No. 5, Jl. Kemang Utara, Kemang, Jakarta",Rp150.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Bawa Pulang Tersedia', 'Hanya Bir', 'Ruang Sholat', 'Wifi Tersedia', 'Di dalam ruangan', 'Area Merokok']"
Nasi Rendang & Nasi Ayam/Ikan RM. Elok Saiyo,Food Court,['Padang'],Gambir,Not Rated Yet,TIdak cukup Ulasan,-6.1801670000,106.825109000,"https://www.zomato.com/id/jakarta/nasi-rendang-nasi-ayam-ikan-rm-elok-saiyo-gambir
","Lenggang Jakarta, Blok C-12, Jl. Medan Merdeka Selatan, Gambir, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ucok Durian,Quick Bites,"['Indonesia', 'Minuman', 'Desserts', 'Makanan Jalanan']",Bogor Utara,Not Rated Yet,TIdak cukup Ulasan,-6.5795780000,106.818261000,"https://www.zomato.com/id/jakarta/ucok-durian-bogor-utara-bogor
","Jl. Pandu Raya No. 14A, Bogor Utara, Bogor",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Nasi Uduk Bang Dihul,Quick Bites,['Indonesia'],Larangan,Not Rated Yet,TIdak cukup Ulasan,-6.2276570000,106.737545000,"https://www.zomato.com/id/jakarta/nasi-uduk-bang-dihul-larangan-tangerang
","Jl. Kejaksaan IIIA No. 40, Larangan, Tangerang",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Sari Laut 102 Bang Eeedot,Kaki Lima,"['Seafood', 'Makanan Jalanan']",Puri Indah,Not Rated Yet,TIdak cukup Ulasan,-6.1836820000,106.752829000,"https://www.zomato.com/id/jakarta/sari-laut-102-bang-eeedot-puri-indah
","Jl. Puri Kembangan, Puri Indah, Jakarta",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ayam Bakar Maknyos,Food Court,"['Indonesia', 'Barat']",Bekasi Selatan,Not Rated Yet,TIdak cukup Ulasan,-6.2539648102,106.989556811,"https://www.zomato.com/id/jakarta/ayam-bakar-maknyos-bekasi-selatan
","Revo Town Mall, Piring Sendok Foodcourt, Lantai 1, Jl. Jend. A. Yani Kav. 1, Bekasi Selatan, Bekasi",Rp85.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Arum Sunda,Casual Dining,['Sunda'],Bogor Timur,Not Rated Yet,TIdak cukup Ulasan,-6.6005897860,106.818339675,"https://www.zomato.com/id/jakarta/arum-sunda-bogor-timur-bogor
","Jl. Kol. H. Sham No. 1000, Bogor Timur, Bogor",Rp200.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan']"
Bakmi Jawa Mas Toedji Wonosari,Quick Bites,"['Jawa', 'Bakmi']",Mustikajaya,Not Rated Yet,TIdak cukup Ulasan,-6.3098370139,107.022260651,"https://www.zomato.com/id/jakarta/bakmi-jawa-mas-toedji-wonosari-1-mustikajaya
","Ruko Duku Zamrud, Blok N No. 21, Jl. Ruko Duku Zamrud, Mustikajaya, Bekasi",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Harmoni Permai,Casual Dining,['Chinese'],Gambir,Not Rated Yet,TIdak cukup Ulasan,-6.1688860000,106.817973000,"https://www.zomato.com/id/jakarta/harmoni-permai-gambir
","Jl. Petojo Binatu II, Blok J No. 30-31, Gambir, Jakarta",Rp200.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']"
Tropicale Juice Bar,Toko Minuman,"['Jus', 'Minuman', 'Desserts']",Cilandak,3.9,9 Ulasan,-6.2889350000,106.817939000,"https://www.zomato.com/id/jakarta/tropicale-juice-bar-1-cilandak
","Ampera Garden, Jl. Ampera Raya No. 116, Cilandak, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Pempek Qu,Quick Bites,['Palembang'],Kelapa Gading,Not Rated Yet,TIdak cukup Ulasan,-6.1648872896,106.902461126,"https://www.zomato.com/id/jakarta/pempek-qu-1-kelapa-gading
","Jl. Boulevard Raya Blok WA 2 No. 32, Kelapa Gading, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bakso Rusuk 1987,Quick Bites,['Bakso'],Pondok Aren,Not Rated Yet,TIdak cukup Ulasan,-6.2701690000,106.731358000,"https://www.zomato.com/id/jakarta/bakso-rusuk-1987-pondok-aren-tangerang
","Jl. Bintaro Utama V, Blok EA 1 No. 17, Pondok Aren, Tangerang",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Warung Nasi Ampera,Quick Bites,['Sunda'],Bogor Utara,Not Rated Yet,TIdak cukup Ulasan,-6.5612112753,106.811714619,"https://www.zomato.com/id/jakarta/warung-nasi-ampera-1-bogor-utara-bogor
","Jl. K.S. Tubun No. 111, Bogor Utara, Bogor",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Area Merokok', 'Di dalam ruangan']"
Kazuhiro,Casual Dining,['Jepang'],Kuningan,Not Rated Yet,TIdak cukup Ulasan,-6.2237310000,106.826706000,"https://www.zomato.com/id/jakarta/kazuhiro-kuningan
","Mall Ambasador lantai 4, Blok J2 No. 02, Kuningan, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bakso Djempol Dua Pontianak,Quick Bites,['Indonesia'],Sunter,Not Rated Yet,TIdak cukup Ulasan,-6.1564680000,106.875090000,"https://www.zomato.com/id/jakarta/bakso-djempol-dua-pontianak-sunter
","Jl. Sunter Hijau Raya SC 2 No.11, Sunter, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Parkir Gratis', 'Di dalam ruangan']"
Bakso H. Sunar,Quick Bites,['Bakso'],Cakung,Not Rated Yet,TIdak cukup Ulasan,-6.2065158035,106.954983137,"https://www.zomato.com/id/jakarta/bakso-h-sunar-cakung
","Jl. Pulo Gebang No. 8, Cakung, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Saung Regency,Quick Bites,['Chinese'],Pancoran Mas,Not Rated Yet,TIdak cukup Ulasan,-6.4223955614,106.813327632,"https://www.zomato.com/id/jakarta/saung-regency-pancoran-mas-depok
","Jl. Raya Citayam No. 98, Pancoran Mas, Depok",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Minomu Oishii,Toko Minuman,"['Kopi', 'Tea', 'Minuman']",Sukmajaya,Not Rated Yet,TIdak cukup Ulasan,-6.3915840000,106.851777000,"https://www.zomato.com/id/jakarta/minomu-oishii-sukmajaya-depok
","Jl. Kejayaan No. 29, Sukmajaya, Depok",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Saung Loa 2,Quick Bites,"['Seafood', 'Sunda']",Bogor Tengah,Not Rated Yet,TIdak cukup Ulasan,-6.5820500007,106.788139008,"https://www.zomato.com/id/jakarta/saung-loa-2-bogor-tengah-bogor
","Jl. Tentara Pelajar No. 4, Bogor Tengah, Bogor",Rp70.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Parkir Gratis', 'Di dalam ruangan', 'Ramah untuk Anak', 'Ruang Sholat', 'Tempat duduk di luar', 'Area Merokok']"
Bakso Sapi 78 Singkawang,Quick Bites,['Bakso'],Periuk,Not Rated Yet,TIdak cukup Ulasan,-6.1567351321,106.582344509,"https://www.zomato.com/id/jakarta/bakso-sapi-78-singkawang-periuk-tangerang
","Ruko Vila Tomang Baru, Jl. Tomang Raya Utara Blok A1 No. 42, Periuk, Tangerang",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok']"
Bakmi Panglima,Quick Bites,['Bakmi'],Pondok Aren,Not Rated Yet,TIdak cukup Ulasan,-6.2811120000,106.710119000,"https://www.zomato.com/id/jakarta/bakmi-panglima-pondok-aren-tangerang
","Blok JB 1 No. 10B, Jl. Bintaro Utama 9, Pondok Aren, Tangerang",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
Mang Rawit,Food Court,"['Indonesia', 'Jawa']",Tanjung Duren,Not Rated Yet,TIdak cukup Ulasan,-6.1783582752,106.791308037,"https://www.zomato.com/id/jakarta/mang-rawit-tanjung-duren
","Central Park, Lantai 2, Urban Kitchen, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",Rp200.000 untuk 2 orang (perkiraan),['Di dalam ruangan']
Indo Mee Style,Quick Bites,['Indonesia'],Kelapa Gading,Not Rated Yet,TIdak cukup Ulasan,-6.1703703093,106.900146700,"https://www.zomato.com/id/jakarta/indo-mee-style-kelapa-gading
","Jl. Raya Kelapa Gading Permai Blok J1 No. 4, Kelapa Gading, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ikan Bakar Bumbu Kuning Hayam Wuruk,Food Court,"['Chinese', 'Seafood']",Mangga Besar,Not Rated Yet,TIdak cukup Ulasan,-6.1458690000,106.817083000,"https://www.zomato.com/id/jakarta/ikan-bakar-bumbu-kuning-hayam-wuruk-mangga-besar
","LTC Glodok, Lantai 2, Food Court, Jl. Hayam Wuruk No. 127, Hayam Wuruk, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia']"
Waroeng Dwisari,Quick Bites,['Indonesia'],Kalimalang,Not Rated Yet,TIdak cukup Ulasan,-6.2465285954,106.907665617,"https://www.zomato.com/id/jakarta/waroeng-dwisari-kalimalang
","Jl. Inspeksi Saluran Kalimalang Blok E No. 97, Kalimalang, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Warunk Juku Eja,Food Court,['Indonesia'],Kuningan,Not Rated Yet,TIdak cukup Ulasan,-6.2188230000,106.833741000,"https://www.zomato.com/id/jakarta/warunk-juku-eja-kuningan
","Rasuna Garden Foodstreet, Jl. Epicentrum Tengah No. 3, Kuningan, Jakarta",Rp90.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Restu Ibu,Quick Bites,['Betawi'],Jagakarsa,Not Rated Yet,TIdak cukup Ulasan,-6.3274950000,106.816592000,"https://www.zomato.com/id/jakarta/restu-ibu-jagakarsa
","Jl. Jagakarsa Raya No 1, Jagakarsa, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
KoPidoR Coffee,Toko Minuman,['Kopi'],Serpong,Not Rated Yet,TIdak cukup Ulasan,-6.2966340000,106.633137000,"https://www.zomato.com/id/jakarta/kopidor-coffee-serpong-tangerang
","BSD Eminent, Cluster Precia, Jl. Precia 1, Blok F6 No. 16, Serpong, Tangerang",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Parkir Gratis', 'Di dalam ruangan']"
Ratu Bulan Cafe & Martabak,Quick Bites,"['Desserts', 'Martabak', 'Indonesia']",Cengkareng,Not Rated Yet,TIdak cukup Ulasan,-6.1298967306,106.736441776,"https://www.zomato.com/id/jakarta/ratu-bulan-cafe-martabak-cengkareng
","Ruko Garden Maisonette, Blok B2 No. 1, Jl. Kamal Cengkareng, Cengkareng, Jakarta",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Tempat duduk di luar', 'Desserts and Bakes']"
Acai Kwetiau,Quick Bites,"['Chinese', 'Indonesia']",Cengkareng,Not Rated Yet,TIdak cukup Ulasan,-6.1329570000,106.711493000,"https://www.zomato.com/id/jakarta/acai-kwetiau-cengkareng
","Ruko Permata Taman Palem, Blok A3 No. 5, Jl. Permata Taman Palem, Cengkareng, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kani resto,Casual Dining,"['Chinese', 'Indonesia']",Bogor Utara,Not Rated Yet,TIdak cukup Ulasan,-6.5851100000,106.816920000,"https://www.zomato.com/id/jakarta/kani-resto-bogor-utara-bogor
","Jl. Achmad Adnawijaya No. 71, Bogor Utara, Bogor",Rp250.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Parkir Gratis', 'Di dalam ruangan', 'Area Merokok', 'Tempat duduk di luar', 'Ramah untuk Anak', 'Ruang Pribadi Tersedia', 'Wifi Tersedia']"
Tuku Buku & Kopi Cak Tarno,Kafe,['Kopi'],Beji,Not Rated Yet,TIdak cukup Ulasan,-6.3641680976,106.826964318,"https://www.zomato.com/id/jakarta/tuku-buku-kopi-cak-tarno-beji-depok
","Universitas Indonesia, FIB UI, Gedung VIII, Jl. Prof. Dr. Selo Soemardjan, Beji, Depok",Rp30.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ayam Goreng Mas Bo,Quick Bites,['Indonesia'],Cibodas,Not Rated Yet,TIdak cukup Ulasan,-6.2188000000,106.596627000,"https://www.zomato.com/id/jakarta/ayam-goreng-mas-bo-cibodas-tangerang
","Ruko Mutiara Karawaci, Jl. Mutiara Raya, Cibodas, Tangerang",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ko Mie,Food Court,['Jepang'],Jatinegara,Not Rated Yet,TIdak cukup Ulasan,-6.2235070557,106.878618635,"https://www.zomato.com/id/jakarta/ko-mie-jatinegara
","Mall@Bassura City, Lantai 2, Eat & Eat, Jl. Jendral Basuki Rahmat No. 1, Jatinegara, Jakarta",Rp90.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Piaman Laweh,Food Court,"['Satay', 'Soto', 'Padang']",Ciledug,Not Rated Yet,TIdak cukup Ulasan,-6.2251078941,106.708344630,"https://www.zomato.com/id/jakarta/piaman-laweh-ciledug
","Plaza Baru Ciledug, Food Court, Jl. HOS Cokroaminoto, Ciledug, Tangerang",Rp40.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Pecel Madiun & Ayam/Ikan Penyet Buto,Food Court,['Jawa'],Gambir,Not Rated Yet,TIdak cukup Ulasan,-6.1803310000,106.825589000,"https://www.zomato.com/id/jakarta/pecel-madiun-ayam-ikan-penyet-buto-gambir
","Lenggang Jakarta, Blok C-35, Jl. Medan Merdeka Selatan, Gambir, Jakarta",Rp40.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Kaki5 Bersertifikat BPOM']"
Paon Siap,Quick Bites,['Bali'],Senopati,Not Rated Yet,TIdak cukup Ulasan,-6.2358776802,106.814864873,"https://www.zomato.com/id/jakarta/paon-siap-senopati
","Jl. Birah Raya No. 10, Senopati, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok']"
Iga Nyonyor & Kerang Arisan,Kaki Lima,"['Seafood', 'Indonesia']",Cengkareng,Not Rated Yet,TIdak cukup Ulasan,-6.1368210000,106.732303000,"https://www.zomato.com/id/jakarta/iga-nyonyor-kerang-arisan-cengkareng
","Jl. Boulevard Raya No. 2A, Cengkareng, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Prasmanan']"
Ayam Kablak,Quick Bites,['Indonesia'],Beji,Not Rated Yet,TIdak cukup Ulasan,-6.3788994320,106.805923059,"https://www.zomato.com/id/jakarta/ayam-kablak-beji-depok
","Jl. H. Moh. Ali No. 1, Beji, Depok",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kakatuwa Coffee,Toko Minuman,['Kopi'],Kuningan,Not Rated Yet,TIdak cukup Ulasan,-6.2334133108,106.832508780,"https://www.zomato.com/id/jakarta/kakatuwa-coffee-kuningan
","Graha Aktiva, Lantai Ground, Jl. H. R. Rasuna Said No. 3, Kuningan, Jakarta",Rp50.000 untuk 2 orang (perkiraan),['Hanya Bawa Pulang']
BPK Tualah Sirulo,Quick Bites,['Batak'],Pulo Gadung,Not Rated Yet,TIdak cukup Ulasan,-6.1842520000,106.880704000,"https://www.zomato.com/id/jakarta/bpk-tualah-sirulo-pulogadung
","Jl. Waringin Raya No. 44B, Pulo Gadung, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok']"
Kalme Coffee,Kafe,"['Kafe', 'Kopi', 'Tea']",Serpong,Not Rated Yet,TIdak cukup Ulasan,-6.3013660000,106.691981000,"https://www.zomato.com/id/jakarta/kalme-coffee-serpong-tangerang
","Plaza Cordoba, Sektor 14-4, Blok I 10, Jl. Batam, Serpong, Tangerang",Rp60.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes']"
Gallery Cafe,Quick Bites,['Indonesia'],Mangga Dua,Not Rated Yet,TIdak cukup Ulasan,-6.1361965144,106.822863891,"https://www.zomato.com/id/jakarta/gallery-cafe-1-mangga-dua
","Pasar Pagi Mangga Dua, Lantai 5, Jl. Mangga Dua Raya, Mangga Dua, Jakarta",Rp90.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
